VendorNumber,VendorName,VendorAddress1,VendorAddress2,VendorCity,VendorZip,VendorState,VendorCountry,VendorContactPhone,VendorContactFax,VendorContact,VendorContactEmail,VendCommCode,VendMinority,VendDesignated,VendIndustry,VendorKey,ShipToLocation,Currency
"460001","JMS ENGINEERED PLASTICS; INC.","52275 STATE ROAD 933 NORTH","","SOUTH BEND","46637","IN","USA","(574)235-2038","(574)277-1120","MIKE STOCKRAHM","","  "," "," ","",15388,"EPDC","DLL"
"460002","CONVERGE","4 TECHNOLOGY DR.","","PEABODY","01960","MA","USA","(978)-538-8000","(978)-538-8724","PETER JARVINEN","","  "," "," ","",15786,"EPDC","DLL"
"460003","CROWN EXTRUSIONS; INC.","122 COLUMBIA COURT","","CHASKA","55318-2397","MN","USA","952-513-4002","(952)448-5328","TINA HANLEY","TINA@CROWNEXTRUSIONS.COM","CC"," "," ","????",26601,"EPDC","DLL"
"460004","IAI INTERNATIONAL ASSEMBLY I","5941 HIDDEN HIDEAWAY","","BROWNSVILLE","78526","TX","USA","(956)499-7933","(956)-544-1860","ROBERT KATUSAK","ATOVAR@IAIMEXICO.COM","  "," "," ","????",27409,"EPDC","DLL"
"460006","AMERICA II  ELECTRONICS","2600 118TH AVE NORTH","","ST PETERSBURG","33716","FL","USA","727-573-0900","727-571-2023","NORMA RIVERA","NRIVERA@AMERICAII.COM","OO","N"," ","",32583,"EPDC","DLL"
"460007","NEWKO","720 S VERMONT","","PALATINE","60067","IL","USA","847-359-1670","847-359-8730","SANDY LEWANDOWSKI","SB@NEWKOGROUP.COM","CC","N"," ","",32645,"EPDC","DLL"
"4639","FREDON","8990 TYLER BOULEVARD","","MENTOR","44061-0600","OH","USA","440-951-5200","440-951-5840","JOAN RUSSELL","RUSSELLJ@FREDON.COM","MM","N","N","AESF",1445,"EPDC","DLL"
"4674","GE SUPPLY","P.O. BOX 78260","","INDIANAPOLIS","46278","IN","","407-321-9225","","JIM SPARS","","  "," "," ","",1446,"EPDC","DLL"
"4682","FLEXAN CORPORATION","6626 WEST DAKIN STREET","","CHICAGO","60634","IL","","773-685-6446","773-685-6630","ZONIA SANCEN X237","ZONIA.SANCEN@FLEXAN.COM","  "," "," ","",1447,"EPDC","DLL"
"5000","CAPSONIC AUTOMOTIVE INC.;","P.O. BOX 9096","12124 ROJAS DR SUITE F","EL PASO","79982","TX","U.S.A.","800-3236768","","","","  "," "," ","",1448,"EPDC","DLL"
"50010","ELITE ELECTRONIC ENGINEERING","1516 CENTRE CIRCLE","","DOWNERS GROVE","60515","IL","USA","","(630)495-9785","","","  "," "," ","",11188,"EPDC","DLL"
"50013","CUSTOM RESINS; INC.","55 HAUL ROAD","","WAYNE","07470","NEW JERSEY","USA","248-377-6795","(810)225-9196","MAUREEN LIFTON","MLIFTON@NYLENE.COM","CC"," "," ","????",24790,"EPDC","DLL"
"50014","ACCELERON INC","21 LORDSHIP ROAD","","EAST GRANBY","06026","CT","USA","860-651-9333","860-651-5881","KIM HILLER","KHILLER@ACCELERONINC.COM","CC"," "," ","",32468,"EPDC","DLL"
"510002","MYKIN INC","10081  COLONIAL  INDUSTRIAL  DRIVE","","SOUTH LYON","48178","MI","USA","248-667-8030","248-438-5107","KIMBERLEE GURSKI","KIM.GURSKI@MYKIN.COM","CC","N"," ","",32639,"EPDC","DLL"
"52000","AUTOMATIC PRECISION INC.","4609 N. RONALD STREET","","HARWOOD HEIGHTS","60706","IL","USA","(708)867-1116","","MAUREEN GERAGHTY","","MM","N","N","AERO",14186,"EPDC","DLL"
"520016","ORSCHELN PRODUCTS L.L.C.","ORSCHELN SITE 75","1177 NORTH MORLEY","MOBERLY","65270","MO","USA","660-269-3967","","CONNIE WINDMILLER","CWINDMILLER@ORSCHELN.COM","CC"," "," ","????",29834,"EPDC","DLL"
"520017","METALKRAFT","1944 SHUMWAY HILL ROAD","","WELLSBORO","16901","PA","USA","570-724-6800","570-724-6999","STEVE ZALASKI","ENTER MAIN CONTACT EMAIL HERE","CC","N","N","AUTO",32085,"EPDC","DLL"
"520018","UNIMET FMBH","AGGENSTEINSTRABE 8-10","","RIEDEN","87669","GERMANY","","004983629122853","0049 8362 9122 9700","MARION HAAF","ENTER MAIN CONTACT EMAIL HERE","CC","N","N","AUTO",32286,"EPDC","DLL"
"520019","DIVERSIFIED ENGINEERING & PLASTICS , LLC","1801 WILDWOOD AVE.","","JACKSON","49202","MI","","517-789-8118","517-788-6035","ANITA QUILLEN","ENTER MAIN CONTACT EMAIL HERE","CC","Y"," ","",32519,"EPDC","DLL"
"520020","CUP ACQUISITION LLC  DBA CUSTOM PROFILE","2535 WALDORF CT NW","","GRAND RAPIDS","493544","MI","","616-735-4410","616-735-4401","REGINA COX","RCOX@CUSTOM-PROFILE.COM","CC","Y"," ","",32521,"EPDC","DLL"
"520021","TAIWAN SEMICONDUCTOR CO., LTD. C/O TSC AMERICA INC.","3191 WEST TEMPLE AVE","SUITE 105","POMONA","91768","CA","USA","909-612-9600","909-612-9610","JULIE FANG","JULIE.FANG@TSCUS.COM","CC","Y","J","",32522,"EPDC","DLL"
"520022","FAIR SUN INDUSTRIAL CO., LTD","1F 62 BEI NING ROAD","","TAIPEI","105","TAIWAN","USA","886-2-25700236","","","ENTER MAIN CONTACT EMAIL HERE","CC","Y","J","",32523,"EPDC","DLL"
"520023","LAMATEK INC","1226 FOREST PARKWAY","","WEST DEPTFORD","08066","NJ","USA","856-599-6000","856-599-6010","PATRICK RINDT","CREDIT@LAMATEK.COM","CC","N"," ","",32592,"EPDC","DLL"
"520025","PROTO LABS INC.","5540 PIONEER CREEK DR","","MAPLE  PLAIN","55359","MN","USA","877-479-3680","","SAM KANTHAK","SAM.KANTHAK@PROTOLABS.COM","CC","N"," ","",32601,"EPDC","DLL"
"580001","ITW POWERTRAIN COMPONENTS","7214 MADAUS STREET","","LAKE GENEVA","53147","WI","USA","262-248-8277","","JOY SNYDER","JSNYDER@ITWAUTOMOTIVEFILTERS.COM","CC","N"," ","",32658,"EPDC","DLL"
"580002","KREMIN INC","235 KEYSTONE WAY","","FRANKENMUTH","48734","MI","USA","989-790-5147 X 302","989-790-4671","MIKE GROSSI","MGROSSI@KREMININC.COM","CC","N"," ","",32659,"EPDC","DLL"
"580004","ABEK  LLC (THOMSON PRECISION BALL COMPANY)","492 BIRCH STREET","","BRISTOL","06010","CT","USA","860-314-3920","860-314-3942","PENNY GILLETT","PENNY.GILLETT@THOMSONLINEAR.COM","CC","N","Y","",32665,"EPDC","DLL"
"580006","DYNAMIC SUPPLY SOLUTIONS","27280 HAGGERTY ROAD SUITE C-8","","FARMINGTON HILL","48331","MI","USA","248-987-2205","","DEBBIE MIFSUD","DMIFSUD@DYNAMICSUPPLYSOLUTIONS.COM","CC","N"," ","",32669,"EPDC","DLL"
"580009","TRIMASTER MANUFACTURING INC.","95 CURIS DRIVE","","GUELPH","N1K1E1","ONTARIL","CANADA","519-823-2661","","STEVE PLEIN","SPLEIN@TRIMASTERMFG.COM","CC","N"," ","",32680,"EPDC","DLL"
"580010","RTD SEALS CORP DBA RT DYGERT INTERNATIONAL","12121 NICOLLET AVENUE SOUTH","","BURNSVILLE","55337","MINNESOTA","USA","952-835-1700","952-835-1701","CAROL STOLTZ","CAROL.STOLTZ@RTDYGERT.COM","CC","N"," ","",32682,"EPDC","DLL"
"580015","TLC ELECTRONICS INC.","18 LONG LANKE ROAD","","ST PAUL","55115","MN","USA","651-488-2933","651-488-3246","LAURA CROFFORD","ACCOUNTING@TLCELECTRONICS.COM","CC","N"," ","",32699,"EPDC","DLL"
"580017","UNITED RESIN CORPORATION","4359 NORMANDY COURT","","ROYAL OAK","48073","MI","USA","248-549-8200","248-549-9587","WESLEY COOK","ENTER MAIN CONTACT EMAIL HERE","CC","N"," ","",32703,"EPDC","DLL"
"640001","COMMERCIAL SPRING AND TOOL CO.","160 WATLINE AVE.","","MISSISSAUGA","L4Z1R1","ON","USA","905-568-3899","","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",32212,"EPDC","DLL"
"670003","A RAYMOND","3091 RESEARCH DRIVE","","ROCHESTER","48309","MI","USA","(248)853-2500","(248)-293-2579","SHIRLEY KELL","ENTER MAIN CONTACT EMAIL HERE","CC","N","N","AUTO",23190,"EPDC","DLL"
"670004","GKN SINTER METALS","104 FAIRVIEW ROAD","","KERSEY","15846","PA","USA","(814)781-6500","(248)371-0842","LISA POUNDS X 4857","LISA.POUNDS@GKN.COM","CC"," "," ","????",23191,"EPDC","DLL"
"670005","CAPCO PLASTICS","9231 BILLY THE KID","","EL PASO","79907","TX","USA","","","CONTACT NAME","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",25798,"EPDC","DLL"
"670006","ION TECHNOLOGIES","324 SERVIDEA DR","","RIDGEWAY","15853","PA","USA","","","TOM MAHOLTZ","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",31853,"EPDC","DLL"
"670008","GLT INTERNATIONAL","2961 BOND STREET","","ROCHESTER HILLS","48309","MI","USA","586-739-8322","248-537-3336","DEBBIE RICKERT X103","ENTER MAIN CONTACT EMAIL HERE","CC","N","N","AUTO",32092,"EPDC","DLL"
"67001","HOPEWELL MOULD INDUSTRIAL","KANGWEI INDUSTRIAL ZONE XIN HE","FUYONG TOWN BAO AN DISTRICT;","SHENZHEN","518103","CHINA","CHINA","","","","","PP"," "," ","AUTO",14188,"EPDC","DLL"
"67002","CABLE TIES AND MORE","2710 THOMAS AVE STE # 924","","CHEYENNE","82001","WY","USA","877-284-7760","","CAR","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","",17789,"EPDC","DLL"
"680000","DRAKA TRANSPORT USA  LLC.","4440 PGA BLVD STE 308","","PALM BEACH G","33410","FL","USA","555-489-4064","555-489-4005","CONTACT NAME","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",30646,"EPDC","DLL"
"700001","CONTINENTAL AUTOMOTIVE","2400 EXECUTIVE HILLS BLVD","","AUBURN HILLS","48326","MI","USA","1-866-866-4775","","CONTACT NAME","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",23390,"EPDC","DLL"
"700010","COM  S.I.T","11 RIVER STREET","","MIDDLETON","01949","MA","USA","978-539-8600","","","ENTER MAIN CONTACT EMAIL HERE","CC","N"," ","",32593,"EPDC","DLL"
"710000","1 SOURCE ELECTRONIC COMPONENTS","591-B BICYCLE PATH","","PORT JEFFERSON","11776","NY","USA","631-642-2479","","JOSE RAMOS","JOSE@1SOURCECOMPONER.COM","CC"," "," ","????",32123,"EPDC","DLL"
"730000","ENTEC POLYMER LLC.","1900 SUMMIT TOWER BLVD; STE 900","","ORLANDO","32810","FL","USA","810-606-0223","407-659-8405","BLANCA CHARLES","BCHARLES@ENTECRESINS.COM","CC","N","N","AUTO",32169,"EPDC","DLL"
"730001","QUALITY SYNTHETIC RUBBER; INC.","1700 HIGHLAND ROAD","","TWINSBURG","44078","OH","USA","330-425-8472","","JENNIFER PETRO","ENTER MAIN CONTACT EMAIL HERE","CC","N","N","AUTO",32171,"EPDC","DLL"
"730002","ERIE SPECIALTY PRODUCTS INC","645 WESY  11TH STREET","","ERIE","16501","PA","USA","814-453-5611","814-452-4050","CONTACT NAME","ENTER MAIN CONTACT EMAIL HERE","CC","N","N","AUTO",32172,"EPDC","DLL"
"730003","RELATS LEON; S.A. DE C.V.","SAN JAVIER #107 PUERTO INTERIOR","","SILAO","36275","GTO","MEX","472-748-9100-03","","ROCIO CARDENAS","RCARDENAS@RELATS.COM","CC"," "," ","????",32173,"EPDC","DLL"
"730005","COMUS INTERNATIONAL","454 ALLWOOD ROAD","","CLIFTON","07012","NJ","","973-777-6900","973-777-8405","DELFINA DIAZ CRUZ","CAROL@COMUS-INTL.COM","CC"," "," ","????",32221,"EPDC","DLL"
"750000","M & H ELECTRIC FABRICATORS; INC.","13537 ALONDRA BLVD","","SANTA FE SPRING","90670","CA","USA","562-926-9552","562-926-9572","MIKE RANDAL","MIKE@WIRINGHARNESS.COM","CC"," "," ","????",32213,"EPDC","DLL"
"790001","CHAMPLAIN CABLE","175 HERCULES DRIVE","","COLCHESTER","05446-5925","VT","USA","802-654-4200","802-654-4224","TIM LISOTTE","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",29432,"EPDC","DLL"
"790002","CS HYDE COMPANY","1351 N. MILWAUKEE AVE","","LAKE VILLA","60046","IL","USA","847-395-0325","847-395-0334","SUPPLIER INFORMATION","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","AESF",32211,"EPDC","DLL"
"810000","REDSTONE","PO BOX 973378","","EL PASO","79997","TX","USA","915-490-7194","","CARLOS RAMIREZ","CRAMIREZ@REDSTONE-LLC.COM","CC"," "," ","????",32161,"EPDC","DLL"
"810001","INDUSTRIAL SUMMIT TECHNOLOGY CORP","250 CHEESEQUAKE RD","","PARLIN","08859","NJ","USA","732-238-2211","","MELISSA RIEHIE","ENTER MAIN CONTACT EMAIL HERE","CC","N"," ","AERO",32643,"EPDC","DLL"
"820000","ASSOCIATED SPRING RAYMOND","370 WEST DUSSEL DRIVE  SUITE A","","MAUMEE","43637","OH","USA","800-872-7732","419-891-3150","JENNIFER MEISNER","JMEISNER@ASRAYMOND.COM","CC","N"," ","",32588,"EPDC","DLL"
"840000","THE BARDEN CORPORATION","200 PARK AVENUE","","DANBURY","06813","CT","USA","203-744-2211","803-548-8549","JAY HLADISH","JHLADISH@BARDENBEARINGS.COM","CC","N"," ","",32567,"EPDC","DLL"
"840001","METAL MARKER MFG CO","6225 LEAR NAGLE RD","","NORTH RIDGE","44039","OH","USA","440-327-2300","440-327-2830","DANITA PAWLAK","DANITA.PAWLAK@METALMARKERMFG.COM","CC","N"," ","",32579,"EPDC","DLL"
"840002","MAINTAG INC","3565 PIEDMONT ROAD NE","BUILDING  2","ATLANTA","30305","GA","USA","404-549-6626","404-662-2237","ALEXIS BEURDELEY","ALEXIS.BEURDELEY@MAINTAG.COM","CC","N"," ","",32580,"EPDC","DLL"
"840003","DAVCO FASTENER CO","2457 EDISON BLVD","","TWINSBURG","44087","OH","USA","330-405-3838","","DIANE POTOCNIK","DIANEP@DAVCOFASTENER.COM","CC","N"," ","",32615,"EPDC","DLL"
"840004","FASTENAL COMPANY","6915-  15TH STREET STE 205","","SARASOTA","34243","FL","USA","941-739-5078","","GLEN GORSKI","GGORSKI@FASTENAL.COM","OO","Y"," ","",32616,"EPDC","DLL"
"8500020","LASER TECHNOLOGIES","1120 FRONTENAC RD","","NAPERVILLE","60563","IL","USA","760-761-1250","","STEVE CORNELIUS","SCORNELIUS@LASERTECHNOLOGIESINC.COM","CC","N"," ","",32594,"EPDC","DLL"
"8500021","THOMAS & SKINNER, INC.","1120 EAST  23RD ST","","INDIANAPOLIS","46205","IN","USA","317-923-2501 X 151","317-923-5919","MARLA VARVEL","ENTER MAIN CONTACT EMAIL HERE","CC","N"," ","",32595,"EPDC","DLL"
"8500022","EMPRO MANUFACTURING","10920 E.  59TH ST","","INDIANAPOLIS","46236","IN","USA","317-823-4478","","MIKE HARRIMAN","ENTER MAIN CONTACT EMAIL HERE","CC","N"," ","",32596,"EPDC","DLL"
"880001","SMALL ASSEMBLIES INC.","4928 WEST BLOOMINGDALE AVE.","","CHICAGO","60639","IL","USA","773-202-9000","","SEAN BLAKEY/MARIANNE POTTER","SEAN.BLAKELY@SMALLASSEMBLIES.COM; MARIANNE.POTTER@","  ","Y","N","AERO",9591,"EPDC","DLL"
"8800012","GASES TECNOLOGIA Y ELECTRODOS S.A. DE C.V.","SIERRA PENA BLANCA # 6715","COL.  LA CUESTA","JUAREZ","32650","CHIHUAHUA","MEX","656-637-1800","656-637-1801","FRANCISCO ESPARZA","FESPARZA@GASTEC.COM.MX","CC"," "," ","????",32244,"EPDC","DLL"
"8800013","METAL SURFACES INC.","6060 SHULL STREET","PO BOX 5001","BELL GARDENS","90202-0692","CA","USA","562-927-1331","562-927-0692","TERESA BELL","TBELL@METALSURFACES.COM","CC","N"," ","",32285,"EPDC","DLL"
"880002","SKO-DIE INC.","8050 AUSTIN AVENUE","","MORTON GROVE","60053","IL","USA","847-965-1130","","MICHAEL MCGUIRE","SALES@SKODIE.COM","MM","N","N","AUTO",9989,"EPDC","DLL"
"880003","G & I MACHINE WORKS INC.","11394 JAMES WATT SUITE 403","","EL PASO","79936","TX","USA","(915) 594-8255","","RICARDO GUERRA","GIMACHINEWORKS@SBCGLOBAL.COM   A. ZAMORA  687-2222","  "," "," ","AEHN",11186,"EPDC","DLL"
"880004","HONEYWELL GRIMES","550 ROUTE 55","","URBANA","43078","OH","","(937)484-2092","","LISA DUVALL","LISA.DUVALL@HONEYWELL.COM","DD","Y"," ","",14786,"EPDC","DLL"
"880006","LCS COMPANY","1480 SIBLEY MEMORIAL HIGHWAY","","SAINT PAUL","55120","MN","USA","(651)452-1155 X 201","(651)452-1310","NANCY WHITE","NWHITE@LCSCOMPANY.COM","CC","N","N","AERO",17791,"EPDC","DLL"
"880008","3D WHOLESALE DISTRIBUTION INC.","2704 W PIONEER PKWY","","ARLINGTON","76013","TX","USA","(817)274-4300","(817)274-4504","DAVID LAAKSO","DAVID.LAAKSO@NEELYINDUSTRIES.COM","CC","Y"," ","????",23196,"EPDC","DLL"
"880009","POCHTECA MATERIAS PRIMAS SA DE CV","AGUIRRE LAREDO NO. 6605 INT NO 5","","CD JUAREZ","32450","CHIH","MX","656-687-2877","656-687-2878","ARGELIA TAPIA","ATAPIA@MARDUPOL.COM.MX","CC","N","N","AERO",28426,"EPDC","DLL"
"880010","EQUIPOS Y SERVICIOS PARA LAB","QUIMICA 401","COLONIA UNIVERSIDAD","CIUDAD JUAREZ","32320","CHIH","MEX","656-623-2853","656-623-2853","ANGELICA QUIROZ","ESPLASAJUAREZ@PRODIGY.NET.MX","CC"," "," ","????",32064,"EPDC","DLL"
"880012","KEVIN THIERRY JIMENEZ ESPINOZA","MONTES ROCALLOSOS  # 6373","COL LOMAS DE SAN JOSE","JUAREZ","32680","CHIH","MX","618-7030","","CONTACT NAME","INFO@ATICONSULTORES.COM","CC"," "," ","????",32153,"EPDC","DLL"
"880013","ODYSSEY ELECTRONICS LTD","659 CHANDLER STREET","","TEWKSBURY","01876","MA","USA","978-640-9453","978-851-0169","GEMMA VALENTE","ODYSSEYSHIP@COMCAST.NET","CC"," "," ","????",32160,"EPDC","DLL"
"880014","BEACON ADHESIVES CO. INC.","125 SOUTH MCQUESTEN PKWY","","MOUNT VERNON","10550","NY","USA","914-699-3400","914-699-2783","MS. SHORN MITCHELL","SMITCHELL@BEACONADHESIVES.COM","CC"," "," ","????",32184,"EPDC","DLL"
"880015","WES ADHESIVES INC.","1746 W CROSBY # 106","","CARROLLTON","75006","TX","U.S.A.","972-446-2900","972-446-2909","SUPPLIER INFORMATION","RICHARD@WESADHESIVES.COM","CC"," "," ","????",32226,"EPDC","DLL"
"880016","TEMPEL STEEL COMPANY","5500 N WOLCOTT AVE","","CHICAGO","60640","IL","U.S.A.","773-250-8000","773-250-8919","JOHN MULSOFF","JWMULSOFF@TEPEL .COM","CC"," "," ","????",32229,"EPDC","DLL"
"880021","KPR ADCOR INC.","1711 CUDABACK AVE UNIT 1048","","NIAGARA FALLS","14303","NY","USA","866-577-2326","905-628-2529","SANDY GREEN","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","????",32243,"EPDC","DLL"
"880026","EVERLUBE PRODUCTS","100 COOPER CIRCLE","","PEACHTREE CITY","30269","GA","USA","770-261-4800","","ARYN AULTMAN","CUSTOMERSERVICE@EVERLUBEPRODUCTS.COM","CC","N"," ","",32279,"EPDC","DLL"
"880027","EA MAGNETICS; INC.","6 PLATINUM COURT","","MEDFORD","11763","NY","","516-576-3434","516-349-5522","CHRIS TEDESCO","CHRIS@EAMAGNETICS.COM","CC"," "," ","",32324,"EPDC","DLL"
"880028","4STAR ELECTRONICS","930 CALLE NEGOCIO SUITE #C","","SAN CLEMENTE","92673","CA","USA","949-240-8500","949-240-8503","DARYL REINHOLD","ACCOUNTING@4STARELECTRONICS.COM","CC"," "," ","",32326,"EPDC","DLL"
"880029","PERMA-FLEX MOLD CO.; INC.","1919 EAST LIVINGSTON AVENUE","","COLUMBUS","43209","OH","USA","614-252-8034","614-252-8572","SCOTT WELLS","SCOTT@PERMA-FLEX.COM","CC"," "," ","",32345,"EPDC","DLL"
"880033","ELECTRON BEAM WELDING LLC","6940 HERMOSA CIRLCE","","BUENA PARK","90620","CA","USA","714-670-9119","714-522-0926","LISA MARTIN","LISA@EBWMAIL.COM","CC"," "," ","",32428,"EPDC","DLL"
"880034","GUIDON CORPORATION","1535 GOODYEAR DR UNIT A1","","EL PASO","79936","TX","USA","915-591-0505","856-866-8809","ELENA ZUNIGA","ELENA@GUIDONCORP.COM","CC"," "," ","",32429,"EPDC","DLL"
"880035","PCT COATING SOLUTIONS","13701 EXELSIOR DR","","SANTA FE SPRING","90670","CA","USA","562-926-8455","","RAMACHANDRA BK","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","AUTO",32438,"EPDC","DLL"
"880037","BRULIN HOLDING COMPANY","2920 DR. ANDREW J. BROWN AVE","","INDIANAPOLIS","46205","IN","USA","","","ROSALIND BECKLES","DCANARY@BRULIN.COM","CC"," "," ","",32440,"EPDC","DLL"
"880038","CALNETIX TECHNOLOGIES","16323 SHOEMAKER AVE","","CERRITOS","90703","CA","USA","562-293-3641","","DAVID LAWSON","DLAWSON@CALNETIX.COM","CC"," "," ","",32441,"EPDC","DLL"
"880039","AMETEK ADVANCED INDUSTRIES","4550 SOUTHEAST BLVD","","WICHITA","67210","KS","USA","316-522-0424","316-522-0237","SYLVIA POSEY","SYLVIA.POSEY@AMETEK.COM","CC"," "," ","AERO",32483,"EPDC","DLL"
"880041","UNITED SCIENTIFIC INC.","15 YORKTON COURT","","ST PAUL","55117","MN","USA","651-483-1500","","LAURETTE PLASEK","ENTER MAIN CONTACT EMAIL HERE","CC"," "," ","AUTO",32493,"EPDC","DLL"
"880042","BURNEX CORP","5418 BUSINESS PARKWAY","","RIGWOD","60072","IL","USA","815-728-1317","815-728-1217","SCOT SUHR","CHUCK@BURNEXCORP.COM","CC"," "," ","",32495,"EPDC","DLL"
"880044","PTI ENGINEERED PLASTICS","50900 CORPORATE DRIVE","","MACOMB","48044-1008","MI","USA","586-263-5100","586-263-6680","JOHN BUDREAU","LSOULACK@TEAPTI.COM","CC","Y","J","AUTO",32503,"EPDC","DLL"
"880045","ARNOLD MAGNETIC TECHNOLOGIES","770 LINDEN AVENUE","","ROCHESTER","14625","NY","USA","585-385-9010","585-385-9017","NATALIE SIMMONS X 257","ENTER MAIN CONTACT EMAIL HERE","CC","Y","J","",32550,"EPDC","DLL"
"900001","ELECTRONIC WAREHOUSE","4770 CALLE QUETZAL","","CAMARILLO","93012","CA","USA","800-721-0037","","KAY KINMAN","KKINMAN@ELECTRONICWAREHOUSE.COM","CC"," "," ","????",24390,"EPDC","DLL"
"916","P & R FASTENERS","5 HOLLYWOOD CT.","","SOUTH PLAINFIEL","07080","NJ","","908-754-6100","908-754-0333","JIM PALMER","","  "," "," ","",1453,"EPDC","DLL"
"930001","PRECIPART","120 FINN COURT","","FARMINGDALE","11735","NY","USA","631-694-3100","","JENNY ALVAREZ-POINDEXTER","JALVAREZ-POINDEXTER@PRECIPART.COM","CC","N"," ","",32610,"EPDC","DLL"
"940001","GENERAL SUPPLY GROUP","480 S AMERICAS AVE  A-9","","EL PASO","79907","TX","","915-219-5297","","LUIS CEBALLOS JR","ENTER MAIN CONTACT EMAIL HERE","CC","N"," ","",32614,"EPDC","DLL"
"940002","RHOPAC FABRICATED PRODUCTS LLC","1819 INDUSTRIAL DRIVE","","LIBERTYVILLE","60048","IL","USA","847-362-3300","847-362-3433","VANESSA MCKIMMY","VMCKIMMY@RHOPAC.COM","CC","N"," ","AERO",32655,"EPDC","DLL"
"940003","RYERSON","12124 ROJAS SUITE 1300","","EL PASO","79936","TX","USA","915-342-1958","","PATTY CHAVEZ","PATTY.CHAVEZ@RYERSON.COM","CC","N"," ","",32707,"EPDC","DLL"
"940004","CUBISON COMPANY","380 VICTORIA ROAD","","YOUNGSTOWN","44515","OH","USA","330-793-2481","330-793-8471","JUDY CORNELIUS","JCORN@CUBBISON.COM","CC","N"," ","",32713,"EPDC","DLL"
"96","K. WM BEACH MFG. CO.","4655 URBANA ROAD","","SPRINGFIELD","45502-9503","OH","","937-399-3838","","DEDEE","DMF@KWMBEACH.COM","SS"," "," ","AUTO",1454,"EPDC","DLL"
"960001","WESTERN FIBRE PRODUCTS INC","10924 VULCAN STREET","","SOUTH GATE","90280","CA","USA","562-861-6665","562-862-9692","LYNNE GUIDA","LYNNE.WFP@ROADRUNNER.COM","CC","N"," ","",32609,"EPDC","DLL"
"98558","SERENDIPITY ELECTRONICS, INC.","152 EAST MAIN STREET, SUITE D","","HUNTINGTON","11743","NY","USA","631-424-2244","","FRANK ERBIO","FRANK@SERENDIPITYELECTRONICS.COM","CC"," "," ","",32404,"EPDC","DLL"
"98574","CRAFT CO. ENTRERPRISES","3269 HWY 80 WEST","P.O. BOX 289","MORTON","39117","MS","","601-732-6404","601-732-2481","OUT OF BUSINESS","","MM"," "," ","AUTO",1464,"EPDC","DLL"
"9858","ADVANCED DESIGN","P.O. BOX 43548","","ATLANTA","30336","GA","","1-800-331-7835","","JULIA","","  "," "," ","",1465,"EPDC","DLL"
"98583","MSC INDUSTRIAL SUPPLY","75 MAXESS ROAD","","MELVILLE","11747-0000","NY","","","","","","OO","N"," ","",1467,"EPDC","DLL"
"98607","CONDO, INC. DBA WARREN PRECISION PRODUCTS","3869 NILES RD","","WARREN","44484","OH","USA","330-609-6020","330-609-6025","JIM RUSSELL  / JANICE","JIM.RUSSELL@ OR JANICE.SCHNEIDER@ WARRENSCREWMACHI","HH","N","N","AERO",1473,"EPDC","DLL"
"98619","WEISS-AUG CO. INC.;","MERRY LANE","","EAST HANOVER","07936","N.J.","","(973)887-7600","973-887-0412","CAROL ROBINSON #210","","  "," "," ","",1480,"EPDC","DLL"
"98621","PSC FABRICATING","7189-A MERCHANT STREET","","EL PASO","79915","TX","","915 783-0900","915.783.0905","YOLANDA  CASSIANO","YOLANDAC@PSCOFKY.COM","SS"," "," ","AUTO",1481,"EPDC","DLL"
"98640","A & I INTEGRATED SYSTEMS","4","","EL PASO","79901","TX","","........","","+","","CC","N","N","",1487,"EPDC","DLL"
"98683","SOLORZANO QUALITY MACHINE","","10109 SOCORRO RD.;","EL PASO","79927","TX","","","","","","  "," "," ","",1500,"EPDC","DLL"
"98713","THE BOX & FOAM COMPANY","1219 B KESSLER DR.","","EL PASO","79907","TX","","915-592-1269","915- 592-2111","VIRGINIA ALEXANDER","","  "," "," ","",1511,"EPDC","DLL"
"98728","VEEJAY PLASTICS","","395 MAIN ST.","BURLINGTON","60109","IL","","847-683-2954","847-683-2950","201200","","  "," "," ","",1513,"EPDC","DLL"
"98733","GASKO FABRICATED PRODUCTS LLC","4049 RIDGE ROAD","","MEDINA","44256","OH","USA","330-239-1781","330-239-1768","","","II","N","N","AERO",1514,"EPDC","DLL"
"98773","FEDEX TRADE NETWORKS","6730 MIDDLEBELT RD.;","","ROMULUS","48174","MI","USA","","","","","  "," "," ","",1531,"EPDC","DLL"
"98775","MICROKINETICS CORP.","2117-A BARRETT PARK DR.;","","KENNESAW","30144","GA","","","","","","  "," "," ","",1532,"EPDC","DLL"
"98779","DONT USE","DONT USE","DONT USE","DONT USE","45145","DONT USE","MEX","915-859-2748","33-3165-5445","DONT USE","ASOTELO@EIS-INC.COM","DD","N","N","AUTO",1533,"EPDC","DLL"
