ItemNumber,ItemDescription,ItemRevision,ItemStatus,ItemClass,SQE,RunLeadTimeDays,LotSizeMinimum,LotSizeMultiplier,Planner,Buyer,InventoryQty,ItemUM,ItemUnitCost,VendorItemNumber,VendorItemDescription,VendorID,VendorName,ShipToLocation,Currency,ItemKey,VendorKey,MBS,ItemAppvStatus,QtyofBlankets,FS_PONumber,VendorPriority,FS_POLnNumber,BKPOExpireDate,LineItemOrderedQuantity,ReceiptQuantity,POLineKey,BKPOStartDate
"02-2011-20","INSULATOR SLOT B SHAPED 02-2011-20",W ,A,86,LFG,35,7500,7500,EC ,EC ,5472,EA,0.3500000,"02-2011-20","INSULATOR SLOT B SHAPED 02-2011-20",050083,"LENNI PRODUCTS, INC",EPDC,DLL,298,32534,B,A,1,POBK-032417-02,1,1,2018-03-23 00:00:00,15000,7500,284321050,2017-03-24 00:00:00
"02-2011-23","INSULATOR SLOT B-SHAPED 02-2011-23",W ,A,86,LFG,45,2500,2500,EC ,EC ,1307,EA,,"02-2011-23","INSULATOR SLOT B-SHAPED 02-2011-23",050083,"LENNI PRODUCTS, INC",EPDC,DLL,301,32534,B,,,,0,,,,,,
"02-2011-24","INSULATOR B-SHAPED 02-2011-24",W ,A,82,LFG,30,5000,5000,EC ,EC ,2288,EA,,"02-2011-24","INSULATOR B-SHAPED 02-2011-24",050083,"LENNI PRODUCTS, INC",EPDC,DLL,302,32534,B,,,,0,,,,,,
"02-2011-25","SLOT LINER",W ,A,82,?  ,30,264,264,EC ,EC ,1782,EA,,"02-2011-25","SLOT LINER",050083,"LENNI PRODUCTS, INC",EPDC,DLL,49770,32534,B,,,,0,,,,,,
"02-2047-02","INSULATION STRIP 02-2047-02/A",A ,A,83,LFG,30,1000,1000,EC ,EC ,529,EA,0.9800000,"02-2047-02","INSULATION STRIP 02-2047-02/A",050083,"LENNI PRODUCTS, INC",EPDC,DLL,453,32534,B,A,1,POBK-011117-01,1,1,2018-01-11 00:00:00,3000,2000,279300330,2017-01-11 00:00:00
"02-2048-01","SLOT INSULATOR 02-2048-01",- ,A,87,JA ,30,2500,2500,EC ,EC ,1171,EA,,"02-2048-01","SLOT INSULATOR 02-2048-01",050083,"LENNI PRODUCTS, INC",EPDC,DLL,454,32534,B,,,,0,,,,,,
"31169-1215","INSULATOR 31169-1215",A ,A,84,LFG,45,750,750,EC ,EC ,601,EA,,"31169-1215","INSULATOR 31169-1215",050083,"LENNI PRODUCTS, INC",EPDC,DLL,7178,32534,B,,,,0,,,,,,
"02-2100-01","BOBBIN, COIL",B ,A,85,?  ,20,1,1,EC ,EC ,127,EA,,"02-2100-01","BOBBIN, COIL",050084,"COSMO CORPORATION",EPDC,DLL,50446,32535,B,,,,0,,,,,,
"51511-1256","BOBBIN",- ,A,80,?  ,45,100,0,EC ,EC ,183,EA,,"51511-1256","BOBBIN",050084,"COSMO CORPORATION",EPDC,DLL,48618,32535,B,,,,0,,,,,,
"207052","SWITCH 4752 (A915063600)",- ,A,52,?  ,75,5000,5000,AS ,AS ,4378,EA,,"207052","SWITCH 4752",050086,"SAIA-BURGESS LLC",EPDC,DLL,48661,32551,B,,,,0,,,,,,
"206106","SCREW",A ,O,OB,?  ,45,1000,1000,OBS,OBS,55519,EA,,"206106","SCREW",050087,"GEMCO MANUFACTURING CO., INC.",EPDC,DLL,50062,32552,B,,,,0,,,,,,
"207086","HOUSING 4686",A ,A,52,?  ,50,24000,24000,AS ,AS ,21576,EA,,"207086","HOUSING 4686",050087,"GEMCO MANUFACTURING CO., INC.",EPDC,DLL,48640,32552,B,,,,0,,,,,,
"207503","MAGNET WIRE 24 AWG C152XX00240081",A ,A,22,?  ,35,400,40,DG1,DG1,600.026052400001,LB,2.5826000,"207503","MAGNET WIRE 24 AWG C152XX00240081",050092,"CME WIRE AND CABLE",EPDC,DLL,50340,32576,B,,1,PS-032117-31,0,1,2019-03-21 00:00:00,9999999,825.83,284114760,2017-03-21 00:00:00
"207601","MAGNET WIRE 26 AWG E2710001038",E ,A,22,?  ,0,0,0,PUR,PUR,143.35,LB,,"207601","MAGNET WIRE 26 AWG E2710001038",050092,"CME WIRE AND CABLE",EPDC,DLL,52085,32576,B,A,,,1,,,,,,
"207501","BOBBIN",C ,A,22,?  ,45,42000,6000,AS ,AS ,73133.33,EA,,"207501","BOBBIN",050093,"IRONWOOD PLASTICS",EPDC,DLL,50329,32577,B,,,,0,,,,,,
"4BTL2-61-168","SWITCH",  ,A,95,?  ,49,500,500,DG1,DG1,641,EA,50.4000000,"4BTL2-61-168","SWITCH",050094,"SENSATA TECHNOLOGIES, INC",EPDC,DLL,50318,32578,B,A,1,POBK-2017-01,1,1,2017-12-29 00:00:00,2500,1500,275809740,2016-11-09 00:00:00
"4BTL2-65-108","SWITCH 320 DEGREES",  ,A,95,?  ,45,100,100,DG1,DG1,3,EA,,"4BTL2-65-108","SWITCH 320 DEGREES",050094,"SENSATA TECHNOLOGIES, INC",EPDC,DLL,50302,32578,B,,,,0,,,,,,
"684-011-9009","SWITCH, THERMOSTATIC (275 F)",R ,A,95,?  ,45,0,0,DG1,DG1,1,EA,,"684-011-9009","SWITCH, THERMOSTATIC (275 F)",050094,"SENSATA TECHNOLOGIES, INC",EPDC,DLL,50371,32578,B,,,,0,,,,,,
"54001619","2.8MM APEX TERMINAL 16/18 GAGE",* ,A,28,   ,0,0,0,DG1,DG1,6650,EA,,"54001619","2.8MM APEX TERMINAL 16/18 GAGE",055003,"MORAINE PLASTICS;LLC",EPDC,DLL,44952,32322,B,,,,0,,,,,,
"54001620","IORD",* ,A,28,   ,0,0,0,DG1,DG1,6518,EA,,"54001620","2.8MM APEX TERMINAL 14/16 GAGE",055003,"MORAINE PLASTICS;LLC",EPDC,DLL,44953,32322,B,,,,0,,,,,,
"54730022","TERMINAL - EYELET",* ,A,28,   ,51,0,0,DG1,DG1,5300,EA,,"54730022","TERMINAL - EYELET",055003,"MORAINE PLASTICS;LLC",EPDC,DLL,44954,32322,B,,,,0,,,,,,
"54730023","TERMINAL - TAB",* ,A,28,   ,51,0,0,DG1,DG1,5101,EA,,"54730023","TERMINAL - TAB",055003,"MORAINE PLASTICS;LLC",EPDC,DLL,44955,32322,B,,,,0,,,,,,
"54730028","MULTILOCK RECPT 14AWG CON/MORAINE",* ,A,28,   ,51,0,0,DG1,DG1,2642,EA,,"54730028","MULTILOCK RECPT 14AWG CON",055003,"MORAINE PLASTICS;LLC",EPDC,DLL,44956,32322,B,,,,0,,,,,,
"54730041","RECEPTICAL TERMINAL MOLEX",1 ,A,28,   ,51,0,0,DG1,DG1,3100,EA,,"54730041","RECEPTICAL TERMINAL MOLEX",055003,"MORAINE PLASTICS;LLC",EPDC,DLL,47293,32322,B,,,,0,,,,,,
"950703","TERMINAL 22 GA",C ,A,27,?  ,65,90000,90000,DG1,DG1,72105,EA,0.0459400,"950703","TERMINAL",055007,"WIEGEL TOOL WORKS, INC.",EPDC,DLL,48081,32443,B,A,1,PS-060214-31,1,1,2018-09-07 00:00:00,99999999,90611,184735828,2014-09-08 00:00:00
"950704","TERMINAL 18 GA",B ,A,73,?  ,60,6000,6000,DG1,DG1,5000,EA,,"950704","TERMINAL 18 GA",055007,"WIEGEL TOOL WORKS, INC.",EPDC,DLL,48256,32443,B,A,,,0,,,,,,
"P1360-02","TPA JST PMS-06V-S",* ,A,52,?  ,51,0,0,DG1,DG1,0,EA,,"P1360-02","TPA JST PMS-06V-S",055013,"NEXUS ELECTRONICS LLC",EPDC,DLL,48306,32546,B,,,,0,,,,,,
"P119-154","BOBBIN",D ,A,52,   ,0,0,0,PUR,PUR,0,EA,,"P119-154","BOBBIN",060006,"MIDWEST PROTOTYPING; LLC",EPDC,DLL,47192,32220,B,,,,0,,,,,,
"P119-162","COVER",J ,A,52,   ,0,0,0,PUR,PUR,0,EA,,"P119-162","COVER",060006,"MIDWEST PROTOTYPING; LLC",EPDC,DLL,47193,32220,B,,,,0,,,,,,
"P1360-10","COVER",A ,A,52,?  ,51,0,0,AS ,AS ,0,EA,,"P1360-10","COVER",060006,"MIDWEST PROTOTYPING; LLC",EPDC,DLL,48364,32220,B,,,,0,,,,,,
"201002T","TOOL BEZEL NYLON 33%GF BLACK",  ,A,XX,?  ,0,0,0,PUR,PUR,1,EA,,"201002T","TOOL BEZEL NYLON 33%GF BLACK",060045,"BIZLINK TECH INC",EPDC,DLL,51287,32747,S,,,,0,,,,,,
"201003T","TOOL JOYSTICK ACETAL",  ,A,XX,?  ,0,0,0,PUR,PUR,1,EA,,"201003T","TOOL JOYSTICK ACETAL",060045,"BIZLINK TECH INC",EPDC,DLL,51288,32747,S,,,,0,,,,,,
"201004T","TOOL ACTUATOR ACETAL",  ,A,XX,?  ,0,0,0,PUR,PUR,1,EA,,"201004T","TOOL ACTUATOR ACETAL",060045,"BIZLINK TECH INC",EPDC,DLL,51289,32747,S,,,,0,,,,,,
"201008T","TOOL HOUSING NYLON 33%GF",  ,A,XX,?  ,0,0,0,PUR,PUR,1,EA,,"201008T","TOOL HOUSING NYLON 33%GF",060045,"BIZLINK TECH INC",EPDC,DLL,51291,32747,S,,,,0,,,,,,
"201020T","TOOL COVER WIRE NYLON #2904",  ,A,XX,?  ,0,0,0,PUR,PUR,1,EA,,"201020T","TOOL COVER WIRE NYLON #2904",060045,"BIZLINK TECH INC",EPDC,DLL,51292,32747,S,,,,0,,,,,,
"201030","BUTTON; NO GRAPHICS",F ,A,65,SN ,30,3000,3000,AS ,AS ,14,EA,0.1100000,"201030","BUTTON; NO GRAPHICS",060045,"BIZLINK TECH INC",EPDC,DLL,1798,32747,B,,1,PS052517-30,0,1,2019-05-24 00:00:00,9999999,0,288245060,2017-05-25 00:00:00
"201030T","TOOL BUTTON; NO GRAPHICS # 2906",  ,A,XX,?  ,0,0,0,PUR,PUR,1,EA,,"201030T","TOOL BUTTON; NO GRAPHICS # 2906",060045,"BIZLINK TECH INC",EPDC,DLL,51293,32747,S,,,,0,,,,,,
"206118","PC BOARD (CS); POPULATED/ CLOCK S",A ,A,50,?  ,40,1000,1000,OBS,OBS,401,EA,40.0000000,"206118","PC BOARD (CS); POPULATED",070009,"BGM ENGINEERING INC",EPDC,DLL,50075,32539,B,,1,PS-010417-30,0,1,2019-01-04 00:00:00,999999,400,278770980,2017-01-04 00:00:00
"206141","PCB-OD",A ,O,OB,?  ,35,1000,1000,OBS,OBS,8386,EA,,"206141","PCB-OD",070009,"BGM ENGINEERING INC",EPDC,DLL,50097,32539,B,A,,,1,,,,,,
"206145","PCB-ID",A ,O,OB,?  ,35,1000,1000,OBS,OBS,8660,EA,,"206145","PCB-ID",070009,"BGM ENGINEERING INC",EPDC,DLL,50101,32539,B,A,,,1,,,,,,
"206218","PCB BOARD (HB); POPULATED / CLOCK",A ,A,50,?  ,35,1000,1000,OBS,OBS,1050,EA,40.0000000,"206218","PCB BOARD (HB); POPULATED",070009,"BGM ENGINEERING INC",EPDC,DLL,50110,32539,B,,1,PS-010417-30,0,2,2018-01-04 00:00:00,999999,1750,278770981,2017-01-04 00:00:00
"206318","PCB BOARD (KJ); POPULATED / CLOCK",A ,A,50,?  ,35,1000,1000,OBS,OBS,1453.62,EA,40.0000000,"206318","PCB BOARD (KJ); POPULATED",070009,"BGM ENGINEERING INC",EPDC,DLL,50117,32539,B,,1,PS-010417-30,0,3,2018-01-04 00:00:00,999999,2683,278770982,2017-01-04 00:00:00
"02-4304-01","RIVET",J ,A,83,?  ,50,100,100,EC ,EC ,15837,EA,,"02-4304-01","RIVET",077001,"JOHN HASSAL LLC",EPDC,DLL,50399,32621,B,A,,,1,,,,,,
"02-4304-05","RIVET",J ,A,83,?  ,50,0,0,EC ,EC ,0,EA,,"02-4304-05","RIVET",077001,"JOHN HASSAL LLC",EPDC,DLL,50396,32621,B,,,,0,,,,,,
"05-412512","RIVET",AH,A,83,?  ,50,160,160,EC ,EC ,71256,EA,,"05-412512","RIVET",077001,"JOHN HASSAL LLC",EPDC,DLL,50394,32621,B,A,,,1,,,,,,
"28100-013","INSULATOR, STRIP",A ,A,95,?  ,45,0,0,MZ ,MZ ,77,EA,,"28100-013","INSULATOR, STRIP",094000,"STATE SEAL COMPANY",EPDC,DLL,50724,32590,B,,,,0,,,,,,
"S8192-346AL005","INSULTOR (.005 THICK)",NJ,A,94,?  ,0,0,0,MZ ,MZ ,0,EA,,"S8192-346AL005","INSULTOR (.005 THICK)",094000,"STATE SEAL COMPANY",EPDC,DLL,50296,32590,B,,,,0,,,,,,
"2709959-1","SACRIFACE PLATE",A ,A,94,   ,20,0,0,MZ ,MZ ,0,EA,,"2709959-1","SACRIFACE PLATE",1,"A G I RUBBER CO.",EPDC,DLL,44638,103,S,,,,0,,,,,,
"05-651214","PYROMELLITIC-DIANHY98%05-651214",G ,A,84,JA ,50,2000,2000,TCC,TCC,2498.19999999998,GR,,"05-651217","QC: 1;2;3;4;11",10020,"ALFA AESAR",EPDC,DLL,980,105,B,,,,0,,,,,,
"E-645","MAGNA-TAC E645 KIT",* ,A,82,LFG,25,1,1,TCC,TCC,4.00018,EA,,"E-645","MAGNA-TAC E645 KIT (QUART)",10020,"ALFA AESAR",EPDC,DLL,41489,105,B,,,,0,,,,,,
"23032-1444","YOKE",F ,A,83,LFG,80,0,0,EC ,EC ,0,EA,,"23032-1444","YOKE",10021,"ASTRO MFG & DESIGN",EPDC,DLL,2899,106,B,,,,0,,,,,,
"23032-2130","YOKE 23032-2130",AV,A,83,LFG,110,0,0,EC ,EC ,0,EA,,"305315","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,2966,106,B,,,,0,,,,,,
"23032-2131","YOKE 23032-2131",AV,A,83,LFG,110,1,1,EC ,EC ,11,EA,,"305326","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,2968,106,B,,,,0,,,,,,
"23032-2133","YOKE 23032-2133/AV",AV,A,83,LFG,110,0,0,EC ,EC ,11,EA,,"305322","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,2970,106,B,,,,0,,,,,,
"23032-2135","YOKE 23032-2135/AV",AV,A,83,LFG,90,0,0,EC ,EC ,3,EA,,"23032-2135","YOKE 23032-2135/AV",10021,"ASTRO MFG & DESIGN",EPDC,DLL,2972,106,B,,,,0,,,,,,
"23032-3630","YOKE 23032-3630/A",A ,A,83,LFG,100,1,1,EC ,EC ,2,EA,,"304205","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3007,106,B,,,,0,,,,,,
"23032-3631","YOKE 23032-3631",--,A,83,LFG,100,1,1,EC ,EC ,14,EA,,"305320","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3008,106,B,,,,0,,,,,,
"23046-1310","TERMINAL 23046-1310/C",C ,A,83,LFG,45,100,100,EC ,EC ,127,EA,,"23046-1310","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3052,106,B,,,,0,,,,,,
"23046-1451","YOKE 23046-1451",AE,A,83,LFG,110,1,1,EC ,EC ,55,EA,,"305318","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3073,106,B,,,,0,,,,,,
"23046-1452","YOKE 23046-1452",AE,A,83,LFG,110,1,1,EC ,EC ,14,EA,,"305317","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3075,106,B,,,,0,,,,,,
"23064-1070","HOUSING 23064-1070",AB,A,83,LFG,80,32,0,EC ,EC ,0,EA,,"23064-1070","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3214,106,B,,,,0,,,,,,
"23065-1441","HOUSING 23065-1441",L ,A,83,LFG,110,1,1,EC ,EC ,4,EA,,"305325","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3315,106,B,,,,0,,,,,,
"23065-1445","HOUSING 23065-1445/K",K ,A,83,LFG,110,1,1,EC ,EC ,7,EA,,"305316","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3317,106,B,,,,0,,,,,,
"23065-1446","HOUSING 23065-1446",K ,A,83,LFG,80,0,0,EC ,EC ,0,EA,,"23065-1446","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3319,106,B,,,,0,,,,,,
"23069-1101","TERMINAL 23069-1101/G",G ,A,83,LFG,45,300,300,EC ,EC ,234,EA,,"302462","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3364,106,B,,,,0,,,,,,
"23069-1131","HSG DC 23069-1131/N",N ,A,83,LFG,45,0,0,EC ,EC ,0,EA,,"23069-1131","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3368,106,B,,,,0,,,,,,
"23069-1132","YOKE 23069-1132",N ,A,83,LFG,110,1,1,EC ,EC ,0,EA,,"305319","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3370,106,B,,,,0,,,,,,
"23069-1137","HSG;DC 23069-1137/D",D ,A,83,LFG,90,0,0,EC ,EC ,0,EA,,"23069-1137","HSG;DC 23069-1137/D",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3373,106,B,,,,0,,,,,,
"23076-1051","HSG;DC 23076-1051/L",L ,A,83,LFG,84,0,0,EC ,EC ,0,EA,,"23076-1051","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3510,106,B,,,,0,,,,,,
"23076-1120","HOUSING 23076-1120",K ,A,83,LFG,120,0,0,EC ,EC ,0,EA,,"23076-1120","HOUSING 23076-1120",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3512,106,B,,,,0,,,,,,
"23077-1160","HOUSING 23077-1160/C",C ,A,83,LFG,130,1,1,EC ,EC ,2,EA,,"305309","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3579,106,B,,,,0,,,,,,
"23078-1210","YOKE 23078-1210",J ,A,83,LFG,100,0,0,OBS,OBS,0,EA,,"305569","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3588,106,B,,,,0,,,,,,
"23079-1070","HOUSING 23079-1070/A",A ,A,83,LFG,80,0,0,EC ,EC ,0,EA,,"23079-1070","HOUSING 23079-1070/A",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3644,106,B,,,,0,,,,,,
"23080-1040","HOUSING 23080-1040",M ,A,83,LFG,130,1,1,EC ,EC ,10,EA,,"305224","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3682,106,B,,,,0,,,,,,
"23080-1043","HOUSING 23080-1043",D ,A,83,LFG,130,1,1,EC ,EC ,4,EA,,"305561","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3686,106,B,,,,0,,,,,,
"23080-1150","HOUSING 23080-1150/K",K ,A,83,LFG,130,1,1,EC ,EC ,4,EA,,"305223","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3687,106,B,,,,0,,,,,,
"23080-1230","HOUSING; ELECTRICAL 23080-1230",M ,A,83,LFG,110,1,1,EC ,EC ,0,EA,,"23080-1230","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3720,106,B,,,,0,,,,,,
"23080-1231","HOUSING 23080-1231/L",L ,A,83,LFG,110,1,1,EC ,EC ,13,EA,,"305449","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3721,106,B,,,,0,,,,,,
"23080-1321","HOUSING 23080-1321/M",M ,O,OB,*  ,120,0,0,OBS,OBS,0,EA,,"305233","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3723,106,B,,,,0,,,,,,
"23080-1322","HOUSING;ELECTRICAL ROTATING",A ,A,83,LFG,130,1,1,EC ,EC ,4,EA,,"23080-1322","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3725,106,B,,,,0,,,,,,
"23080-1440","HOUSING 23080-1440/N",N ,A,83,LFG,110,1,1,EC ,EC ,1,EA,,"305226","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3740,106,B,,,,0,,,,,,
"23080-1670","HSG;DC 23080-1670/J",J ,A,83,LFG,130,1,1,EC ,EC ,5,EA,,"304237","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3744,106,B,,,,0,,,,,,
"23080-1730","HOUSING 23080-1730",J ,A,83,LFG,90,0,0,EC ,EC ,0,EA,,"305225","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3748,106,B,,,,0,,,,,,
"23081-1270","YOKE 23081-1270/J",K ,A,83,LFG,110,1,1,EC ,EC ,14,EA,,"305328","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3865,106,B,,,,0,,,,,,
"23085-1091","YOKE 23085-1091",P ,A,83,LFG,110,1,1,EC ,EC ,5,EA,,"305327","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3902,106,B,,,,0,,,,,,
"23085-1092","YOKE 23085-1092",P ,A,83,LFG,45,0,0,EC ,EC ,0,EA,,"23085-1092","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3904,106,B,,,,0,,,,,,
"23085-1093","YOKE 23085-1093",A ,A,83,LFG,110,1,1,EC ,EC ,22,EA,,"23085-1093","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3906,106,B,,,,0,,,,,,
"23085-1510","YOKE 23085-1510/P",P ,A,83,LFG,110,5,1,EC ,EC ,1,EA,,"305599","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3993,106,B,,,,0,,,,,,
"23085-1515","HOUSING 23085-1515",G ,A,83,LFG,110,1,1,EC ,EC ,21,EA,,"305329","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3994,106,B,,,,0,,,,,,
"23085-1516","YOKE 23085-1516",B ,A,83,LFG,110,1,1,EC ,EC ,15,EA,,"MBIL","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,3995,106,B,,,,0,,,,,,
"23088-1040","HOUSING 23088-1040",U ,A,83,LFG,110,1,1,EC ,EC ,11,EA,,"305274","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,4017,106,B,,,,0,,,,,,
"23090-1250","HOUSING 23090-1250",J ,A,83,LFG,90,0,0,EC ,EC ,0,EA,,"305330","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,4063,106,B,,,,0,,,,,,
"23091-1140","HOUSING 23091-1140/K",K ,A,83,LFG,110,1,1,EC ,EC ,5,EA,,"305331","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,4090,106,B,,,,0,,,,,,
"23095-1202","HOUSING 23095-1202/H",H ,A,83,LFG,100,0,0,EC ,EC ,0,EA,,"305458","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,4123,106,B,,,,0,,,,,,
"23095-1720","HEAT SLINGER 23095-1720",C ,A,86,LFG,45,0,0,EC ,EC ,75,EA,,"309472","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,4168,106,B,,,,0,,,,,,
"23195-1200","HOUSING 23195-1200/C",C ,A,83,LFG,100,8,8,EC ,EC ,2,EA,,"305457","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,4176,106,B,,,,0,,,,,,
"29-281600","WIRE MAG. [15-038272] 29-281600/B",B ,A,83,LFG,45,0,0,EC ,EC ,11.75,LB,,"29-281600","WIRE MAG. [15-038272] 29-28160",10021,"ASTRO MFG & DESIGN",EPDC,DLL,4363,106,B,,,,0,,,,,,
"30029-1058","LEAD 30029-1058/B",B ,A,83,LFG,45,0,0,EC ,EC ,62,EA,,"30029-1058","LEAD 30029-1058/B",10021,"ASTRO MFG & DESIGN",EPDC,DLL,4489,106,B,,,,0,,,,,,
"31161-2060","RETAINER 31161-2060",C ,O,OB,*  ,45,100,100,OBS,OBS,0,EA,,"31161-2060","RETAINER 31161-2060",10021,"ASTRO MFG & DESIGN",EPDC,DLL,7065,106,B,,,,0,,,,,,
"31169-1151","SUPPORT 31169-1151",C ,A,84,LFG,55,500,20,EC ,EC ,146,EA,,"309860","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,7166,106,B,,,,0,,,,,,
"31169-1152","SUPPORT 31169-1152",A ,A,84,LFG,55,20,20,EC ,EC ,110,EA,,"309861","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,7167,106,B,,,,0,,,,,,
"31169-1360","RING 31169-1360",D ,A,84,LFG,45,100,100,EC ,EC ,149,EA,,"302435","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,7207,106,B,,,,0,,,,,,
"31169-1950","SUPPORT 31169-1950",A ,O,OB,*  ,45,0,0,OBS,OBS,0,EA,,"309824","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,7286,106,B,,,,0,,,,,,
"31169-1955","SUPPORT (31169-1955)/D",D ,A,82,LFG,45,10,10,EC ,EC ,11,EA,,"302943","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,7287,106,B,,,,0,,,,,,
"31200-1701","SUPPORT END TURN 31200-1701/B",B ,A,84,LFG,70,300,300,EC ,EC ,387,EA,,"309960","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,7419,106,B,,,,0,,,,,,
"31708-1511","SUPPORT;COIL 31708-1511",E ,A,84,LFG,75,25,25,EC ,EC ,23,EA,,"309924","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,7730,106,B,,,,0,,,,,,
"50866-1111","HOUSING 50866-1111/G",G ,A,85,LFG,80,125,125,EC ,EC ,95,EA,,"305240","",10021,"ASTRO MFG & DESIGN",EPDC,DLL,8345,106,B,,,,0,,,,,,
"23073-1013","MAIN POLE 23073-1013/AA",AA,A,83,LFG,50,20,20,EC ,EC ,59,EA,,"23073-1013","MAIN POLE 23073-1013/AA",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,3487,107,B,,,,0,,,,,,
"308022","SPRING 10467646",07,A,77,   ,45,10000,10000,DG1,DG1,8153,EA,,"308022","SPRING 10467646",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5269,107,B,,,,0,,,,,,
"308047","SPRING 10497748",12,A,77,   ,45,20000,20000,DG1,DG1,1332,EA,,"308047","SPRING 10497748",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5294,107,B,,,,0,,,,,,
"308099","SPRING 10499953",09,A,75,   ,45,30000,30000,DG1,DG1,1090,EA,,"10499953","SPRING; REV 9; 22JUL99",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5353,107,B,,,,0,,,,,,
"308100","SPRING 10497876",47,A,75,   ,70,20000,20000,DG1,DG1,1870,EA,,"308100","SPRING 10497876",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5354,107,B,,,,0,,,,,,
"308117","SPRING 1967689",31,A,75,   ,45,20000,20000,DG1,DG1,8896.77,EA,,"308117","SOURCED @ PA-TED",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5373,107,B,,,,0,,,,,,
"308148","SPRING 10476617",25,A,75,   ,45,25000,25000,DG1,DG1,12533,EA,,"308148","SOURCED @ PA-TED",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5406,107,B,,,,0,,,,,,
"308149","SPRING 10476618",25,A,75,   ,45,25000,25000,DG1,DG1,5772,EA,,"308149","SOURCED @ PATED",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5407,107,B,,,,0,,,,,,
"308166","SPRING 1891130",23,A,75,   ,45,50000,50000,DG1,DG1,5392,EA,,"308166","SPRING 1891130",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5427,107,B,,,,0,,,,,,
"308167","SPRING 1967685",48,A,75,   ,45,20000,20000,DG1,DG1,10288,EA,,"308167","SPRING 1967685",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5428,107,B,,,,0,,,,,,
"308240","SPRING 10495720",15,A,75,   ,45,20000,20000,DG1,DG1,9795,EA,,"308240","SOURCED @ PA=TED",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5528,107,B,,,,0,,,,,,
"308280","SPRING 10495689",30,A,75,   ,45,0,0,DG1,DG1,265,EA,,"308280","SPRING 10495689",10034,"MICHIGAN SPRING AND STAMPING",EPDC,DLL,5579,107,B,,,,0,,,,,,
